Date,Time,Activity,ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z,MAG_X,MAG_Y,MAG_Z,Heading_Deg,Heading_Dir
22/11/2025,16:25:51,bed to toilet,0.0000,0.0000,0.0000,-3.8220,13.3823,2.0639,1.0725,0.7172,0.7928,113.6000,ESE
22/11/2025,16:25:52,bed to toilet,0.0000,0.0000,0.0000,-2.7649,4.4684,-3.0784,1.0683,0.7177,0.7983,115.3487,ESE
22/11/2025,16:25:53,bed to toilet,0.0000,0.0000,0.0000,-0.0619,7.5358,1.6999,1.0543,0.7104,0.8025,114.2882,ESE
22/11/2025,16:25:54,bed to toilet,0.0000,0.0000,0.0000,-20.7586,15.2652,-5.9452,1.0550,0.6736,0.7923,115.1800,ESE
22/11/2025,16:25:55,bed to toilet,0.0000,-0.0643,0.0000,-15.1928,3.1212,3.7106,1.0720,0.6749,0.7476,112.0027,ESE
22/11/2025,16:25:56,bed to toilet,0.0000,0.2147,0.0000,-22.1159,2.8548,-22.0797,1.0744,0.6429,0.7651,109.8154,ESE
22/11/2025,16:25:57,bed to toilet,0.2366,0.2925,0.0000,6.6739,-6.1157,22.9618,1.0518,0.6186,0.7650,115.1526,ESE
22/11/2025,16:25:58,bed to toilet,0.2495,0.1270,0.0000,-16.8356,-1.9632,-6.1258,1.0652,0.6392,0.7575,113.4350,ESE
22/11/2025,16:25:59,bed to toilet,0.3181,0.0000,0.0000,-10.4293,12.2816,-5.0390,1.0802,0.6326,0.7568,111.9425,ESE
22/11/2025,16:26:00,bed to toilet,0.0000,0.0000,0.0000,-14.2848,7.1239,-6.0129,1.0705,0.6353,0.7557,113.1919,ESE
